conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username;;;;
1964299751165481084,Sat Sep 06 12:41:13 +0000 2025,0,@txtdrimedia Kalah pilpres belum bs move on Biasanya yg ga setuju atau komenin MBG bakal digituin,1964307901654204875,,txtdrimedia,in,,0,0,0,https://x.com/undefined/status/1964307901654204875,299732033,;;;;
1964307793495695741,Sat Sep 06 12:40:47 +0000 2025,0,Selama anggaran untuk MBG/BGN masih abnormal gw belum bisa percaya Prabowo.,1964307793495695741,,,in,,0,0,0,https://x.com/undefined/status/1964307793495695741,928889055168708611,;;;;
1964307228820734459,Sat Sep 06 12:38:33 +0000 2025,0,Program MBG tingkatkan ekonomi masyarakat lokal https://t.co/J8yVIVAAq4,1964307228820734459,https://pbs.twimg.com/media/G0KfA9xWYAA8xh3.jpg,,in,,0,0,0,https://x.com/undefined/status/1964307228820734459,1366085646,;;;;
1964238066056647156,Sat Sep 06 12:38:11 +0000 2025,1,@kementuiter @mengcapeksangat @BudiBukanIntel mbg projek gede. yg ngehandle nya jendral2 semua ngerih.,1964307138404118595,,kementuiter,in,,0,0,0,https://x.com/undefined/status/1964307138404118595,295416076,;;;;
1964307105101599113,Sat Sep 06 12:38:03 +0000 2025,0,alhamdulillaah dapet MBG https://t.co/ro2drynUip,1964307105101599113,https://pbs.twimg.com/ext_tw_video_thumb/1964296565507706883/pu/img/L6IMWdwVuLMJs3Xv.jpg,,in,,0,1,0,https://x.com/undefined/status/1964307105101599113,43897705,;;;;
1964293278771110274,Sat Sep 06 12:37:43 +0000 2025,3,@MarahIchsan MBG mding di kaji ulang aja deh jgan di paksakn mding bangun gedung yang bagus gaji guru yang layak..,1964307021114568749,,MarahIchsan,in,,0,1,0,https://x.com/undefined/status/1964307021114568749,1219240097343623168,;;;;
1964226201209442399,Sat Sep 06 12:35:40 +0000 2025,16,@DokterTifa @prabowo MBG Memang gak tepat sasaran.. penyedia jasa katering membuat sesuai jumlah anak skrg byk org tua yg melarang anaknya makan makanan MBG takut anaknya keracunan. Jd hasilnya byk terbuang percuma sementara uang singgah dari atas kebawah jg byk.. Yg kenyang yg diatas,1964306504951222387,,DokterTifa,in,,0,0,3,https://x.com/undefined/status/1964306504951222387,432046500,;;;;
1964306118391504965,Sat Sep 06 12:34:08 +0000 2025,0,Ponakanku setelah makan MBG:,1964306118391504965,,,in,,0,0,0,https://x.com/undefined/status/1964306118391504965,1723688536141090816,;;;;
1964183068396122198,Sat Sep 06 12:31:49 +0000 2025,0,@tanyarlfes Klo posisi indo jd ke nomer 2 ini bisa dibanggakan @prabowo .bukan mbg yg bikin bnyak org keracunan,1964305537606049905,,tanyarlfes,in,,0,0,0,https://x.com/undefined/status/1964305537606049905,978627141381353473,;;;;
1964222032062627985,Sat Sep 06 12:29:13 +0000 2025,0,@Singo_Yudho5 @arillavarendra @txtdrimedia Bikin usaha support MBG kali ya.. MBG bukan milik oknum kan? Kali dengan tender yang sederhana dan mengedukasi bisa jadi rakyat dukung rakyat. Tapi yang model tender begini sih yang inisiasi harusnya Pemerintah. Rakyat boleh ide tapi pelaksana Pemerintah,1964304880664813818,,Singo_Yudho5,in,,0,0,0,https://x.com/undefined/status/1964304880664813818,3315655417,;;;;
1964303162195792016,Sat Sep 06 12:22:23 +0000 2025,0,Hunting hotel di bali part 19 hotel ini sebelahan sama mal bali galeria (MBG) dan deket banget sama bandara lumayan 700ribuan/malem udah nginep di hotel bintang 4 https://t.co/OIsQMyEc8z,1964303162195792016,https://pbs.twimg.com/media/G0KbTZbbUAI8AMI.jpg,,in,,0,1,0,https://x.com/undefined/status/1964303162195792016,1862157161289199616,;;;;
1964240582097899749,Sat Sep 06 12:20:52 +0000 2025,0,@malesbangunaja @kompascom Boleh dikasih MBG ga?,1964302779461357847,,malesbangunaja,in,,0,0,0,https://x.com/undefined/status/1964302779461357847,820498265867042816,;;;;
1964299751165481084,Sat Sep 06 12:18:22 +0000 2025,1,@txtdrimedia Hapuskan program mbg,1964302150202269909,,txtdrimedia,in,,0,0,0,https://x.com/undefined/status/1964302150202269909,543227936,;;;;
1964039589737456126,Sat Sep 06 12:17:28 +0000 2025,0,@Kanseulir Satu lagi obat: Relokasi anggaran MBG ke pos² yang lebih urgent !!,1964301926759063797,,Kanseulir,in,,0,0,0,https://x.com/undefined/status/1964301926759063797,1301497858416230402,;;;;
1964301842130567289,Sat Sep 06 12:17:08 +0000 2025,1,ahahaha MBG itu salah satu yang GONG banget ga sih? kamu selalu lucu dengan ke-PUNK-an mu itu sayang anneth,1964301842130567289,,,in,,0,1,1,https://x.com/undefined/status/1964301842130567289,979396285760335873,;;;;
1964284177827721657,Sat Sep 06 11:58:37 +0000 2025,0,@zkbyzk Wahahaha Desert delulu? aku sih pro babi gulai sebagai revolusi kuliner anti-MBG! Bagi dong .. Eh iya btw(OMON²) katanya sih piranti makan MBG ada mengandung minyak babi tuh katanya...,1964297179595673785,,zkbyzk,in,,0,1,0,https://x.com/undefined/status/1964297179595673785,1341359224601788418,;;;;
1964297048217329931,Sat Sep 06 11:58:05 +0000 2025,8,Kalaupun MBG ini diteruskan besar kemungkinan akan berhenti di tengah jalan. Nilai anggarannya sangat besar dari mana uang negara membiayainya. Lebih bagus selagi masih blm jauh berjalan alihkan ke program pendidikan gratis misalnya lebih berguna dan tepat sasaran bagi siswa! https://t.co/6ZCGsvxubx,1964297048217329931,https://pbs.twimg.com/ext_tw_video_thumb/1964296247830781952/pu/img/pi9jN2aFrRmaOX-L.jpg,,in,,0,0,3,https://x.com/undefined/status/1964297048217329931,1696076720053587968,;;;;
1964296862715793516,Sat Sep 06 11:57:21 +0000 2025,17,Fakta kalau MBG itu modus korupsi berkedok efisiensi anggaran. Makanya walau banyak kasus MBG Basi Belatungan dan Beracun tetap saja dilanjutkan keselamatan anak Indonesia tumbalnya. @KPK_RI mingkem bae ,1964296862715793516,,,in,,0,4,9,https://x.com/undefined/status/1964296862715793516,798901988909907968,;;;;
